package,version,ecosystem,package_manager,license,license_family,dependency_scope,direct_or_transitive,is_dev_dependency,project_type,distribution_model,usage,linking_type,network_exposed,commercial_use,attribution_notice,license_text,source_modified,redistribution,license_confidence,risk,reason
java-package-medium-242,2.7.30,java,maven,MPL-2.0,Weak Copyleft,test,transitive,no,commercial closed-source software,distributed,messaging framework,service,no,yes,preserved,included,no,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-243,0.16.8,go,go-mod,LGPL-2.1,Weak Copyleft,build,transitive,no,cybersecurity monitoring tool,internal-only,utility package,static,no,yes,unknown,included,possible,no,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-244,5.14.7,java,maven,LGPL-2.1,Weak Copyleft,optional,transitive,yes,robotics control system,distributed,visualization library,unknown,yes,yes,unknown,included,no,yes,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-245,5.4.27,node,npm,CDDL-1.0,Weak Copyleft,runtime,direct,no,enterprise analytics platform,distributed,messaging framework,unknown,no,yes,preserved,included,yes,no,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-246,1.2.3,node,npm,LGPL-3.0,Weak Copyleft,optional,direct,yes,DevOps automation platform,distributed,embedded library,service,no,yes,unknown,included,no,yes,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-247,5.15.2,go,go-mod,LGPL-3.0,Weak Copyleft,test,direct,yes,DevOps automation platform,distributed,visualization library,unknown,yes,yes,unknown,unknown,yes,possible,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-248,2.2.3,python,pip,MPL-2.0,Weak Copyleft,runtime,transitive,yes,mobile application,internal-only,API service,static,possible,yes,preserved,unknown,no,possible,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-249,4.6.27,go,go-mod,LGPL-2.1,Weak Copyleft,optional,transitive,no,robotics control system,internal-only,visualization library,static,yes,yes,unknown,unknown,no,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-250,4.14.10,python,pip,EPL-2.0,Weak Copyleft,build,transitive,yes,cybersecurity monitoring tool,internal-only,frontend component,static,yes,yes,preserved,included,no,no,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-251,2.16.22,java,maven,CDDL-1.0,Weak Copyleft,runtime,transitive,no,AI inference platform,distributed,SDK integration,unknown,no,yes,preserved,included,no,possible,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-252,3.12.9,node,npm,LGPL-2.1,Weak Copyleft,build,direct,no,DevOps automation platform,distributed,model serving framework,unknown,possible,yes,preserved,included,possible,no,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-253,5.17.12,node,npm,MPL-2.0,Weak Copyleft,runtime,direct,no,commercial closed-source software,internal-only,SDK integration,unknown,yes,yes,preserved,unknown,possible,yes,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-254,1.6.25,node,npm,MPL-2.0,Weak Copyleft,build,direct,no,mobile application,internal-only,embedded library,static,possible,yes,preserved,unknown,possible,possible,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-255,1.1.3,rust,cargo,MPL-2.0,Weak Copyleft,test,transitive,yes,industrial IoT platform,hosted,core library,dynamic,no,yes,preserved,included,yes,no,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-256,3.20.12,python,pip,EPL-2.0,Weak Copyleft,test,transitive,no,commercial SaaS platform,hosted,backend framework,dynamic,no,yes,preserved,unknown,no,no,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-257,4.18.15,go,go-mod,LGPL-2.1,Weak Copyleft,test,direct,yes,industrial IoT platform,distributed,model serving framework,unknown,possible,yes,unknown,included,possible,yes,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-258,3.0.12,node,npm,CDDL-1.0,Weak Copyleft,optional,direct,yes,AI inference platform,internal-only,visualization library,dynamic,no,yes,unknown,unknown,possible,possible,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-259,0.4.18,python,pip,MPL-2.0,Weak Copyleft,build,direct,yes,banking middleware,hosted,backend framework,dynamic,yes,yes,preserved,included,no,possible,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-260,2.1.30,node,npm,LGPL-2.1,Weak Copyleft,test,transitive,yes,cybersecurity monitoring tool,internal-only,API service,service,yes,yes,unknown,unknown,possible,no,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-261,0.6.4,node,npm,LGPL-2.1,Weak Copyleft,test,direct,yes,AI inference platform,internal-only,API service,service,no,yes,unknown,unknown,yes,possible,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-262,5.5.12,rust,cargo,MPL-2.0,Weak Copyleft,optional,direct,no,online education platform,internal-only,shared library,static,no,yes,unknown,unknown,yes,no,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-263,5.20.26,go,go-mod,MPL-2.0,Weak Copyleft,build,transitive,yes,DevOps automation platform,distributed,utility package,dynamic,yes,yes,preserved,included,yes,possible,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-264,0.10.20,rust,cargo,CDDL-1.0,Weak Copyleft,runtime,transitive,no,banking middleware,hosted,messaging framework,static,possible,yes,preserved,included,yes,possible,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-265,1.16.23,python,pip,LGPL-2.1,Weak Copyleft,test,transitive,yes,robotics control system,internal-only,data processing module,service,yes,yes,preserved,unknown,possible,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-266,1.11.25,rust,cargo,MPL-2.0,Weak Copyleft,optional,transitive,yes,banking middleware,hosted,model serving framework,static,yes,yes,preserved,included,yes,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-267,5.7.21,java,maven,LGPL-2.1,Weak Copyleft,optional,transitive,yes,financial reporting system,distributed,embedded library,unknown,yes,yes,preserved,included,yes,no,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-268,2.13.24,python,pip,MPL-2.0,Weak Copyleft,test,direct,yes,enterprise analytics platform,internal-only,plugin framework,dynamic,no,yes,unknown,included,possible,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-269,0.13.21,rust,cargo,CDDL-1.0,Weak Copyleft,build,transitive,no,mobile application,distributed,core library,static,yes,yes,preserved,unknown,yes,no,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-270,5.19.1,go,go-mod,LGPL-3.0,Weak Copyleft,optional,direct,yes,embedded firmware,hosted,API service,static,yes,yes,preserved,included,yes,yes,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-271,0.10.29,java,maven,LGPL-3.0,Weak Copyleft,build,direct,no,healthcare portal,distributed,SDK integration,service,no,yes,preserved,unknown,no,no,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-272,5.16.26,java,maven,LGPL-3.0,Weak Copyleft,runtime,transitive,no,commercial closed-source software,distributed,core library,unknown,possible,yes,preserved,included,possible,possible,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-273,2.0.3,rust,cargo,LGPL-3.0,Weak Copyleft,optional,transitive,yes,enterprise analytics platform,internal-only,workflow engine,static,possible,yes,preserved,included,possible,possible,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-274,3.11.9,rust,cargo,LGPL-3.0,Weak Copyleft,test,transitive,yes,banking middleware,hosted,frontend component,unknown,no,yes,preserved,included,no,yes,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-275,0.6.9,node,npm,MPL-2.0,Weak Copyleft,runtime,direct,no,online education platform,internal-only,API service,dynamic,no,yes,unknown,included,yes,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-276,3.17.15,rust,cargo,LGPL-2.1,Weak Copyleft,build,transitive,no,industrial IoT platform,hosted,backend framework,dynamic,no,yes,preserved,included,yes,no,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-277,5.10.13,python,pip,LGPL-3.0,Weak Copyleft,runtime,transitive,no,healthcare portal,distributed,frontend component,dynamic,possible,yes,preserved,unknown,possible,no,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-278,0.8.22,java,maven,LGPL-3.0,Weak Copyleft,build,transitive,yes,cybersecurity monitoring tool,internal-only,embedded library,dynamic,yes,yes,unknown,unknown,no,possible,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-279,1.3.4,node,npm,CDDL-1.0,Weak Copyleft,optional,direct,no,AI inference platform,hosted,utility package,dynamic,yes,yes,preserved,included,possible,yes,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-280,5.20.7,java,maven,CDDL-1.0,Weak Copyleft,build,transitive,no,cybersecurity monitoring tool,hosted,workflow engine,unknown,yes,yes,preserved,included,possible,yes,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-281,5.13.7,java,maven,MPL-2.0,Weak Copyleft,test,direct,yes,commercial closed-source software,hosted,core library,service,no,yes,preserved,included,yes,no,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-282,2.15.11,node,npm,EPL-2.0,Weak Copyleft,test,transitive,yes,mobile application,internal-only,core library,static,possible,yes,preserved,unknown,yes,no,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-283,1.18.12,java,maven,LGPL-3.0,Weak Copyleft,runtime,direct,yes,mobile application,hosted,data processing module,static,no,yes,unknown,included,possible,possible,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-284,1.17.23,rust,cargo,MPL-2.0,Weak Copyleft,build,direct,yes,AI inference platform,distributed,workflow engine,service,yes,yes,preserved,included,yes,no,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-285,3.13.16,python,pip,EPL-2.0,Weak Copyleft,runtime,direct,no,desktop application,distributed,core library,dynamic,yes,yes,preserved,unknown,yes,yes,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-286,4.12.17,rust,cargo,LGPL-3.0,Weak Copyleft,optional,transitive,no,AI inference platform,hosted,core library,static,yes,yes,preserved,unknown,no,possible,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-287,2.9.27,go,go-mod,CDDL-1.0,Weak Copyleft,build,transitive,no,mobile application,hosted,plugin framework,dynamic,yes,yes,preserved,included,possible,no,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-288,2.1.20,node,npm,MPL-2.0,Weak Copyleft,build,direct,yes,commercial SaaS platform,internal-only,API service,service,possible,yes,preserved,unknown,no,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-289,2.10.1,go,go-mod,EPL-2.0,Weak Copyleft,runtime,transitive,yes,banking middleware,hosted,SDK integration,dynamic,yes,yes,unknown,unknown,possible,no,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-290,4.6.26,go,go-mod,MPL-2.0,Weak Copyleft,optional,direct,no,banking middleware,hosted,data processing module,unknown,no,yes,preserved,included,no,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-291,3.2.15,node,npm,MPL-2.0,Weak Copyleft,build,transitive,yes,embedded firmware,hosted,data processing module,unknown,yes,yes,preserved,unknown,yes,possible,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-292,3.19.6,node,npm,LGPL-3.0,Weak Copyleft,runtime,direct,yes,online education platform,hosted,frontend component,unknown,no,yes,unknown,unknown,possible,no,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-293,3.12.0,python,pip,CDDL-1.0,Weak Copyleft,runtime,direct,yes,desktop application,hosted,embedded library,dynamic,possible,yes,preserved,unknown,no,possible,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-294,5.10.27,go,go-mod,LGPL-2.1,Weak Copyleft,runtime,direct,yes,cybersecurity monitoring tool,internal-only,visualization library,unknown,no,yes,preserved,included,yes,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-295,5.8.20,go,go-mod,LGPL-2.1,Weak Copyleft,runtime,direct,yes,mobile application,internal-only,SDK integration,dynamic,yes,yes,preserved,included,possible,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-296,3.4.11,rust,cargo,LGPL-3.0,Weak Copyleft,test,direct,no,mobile application,distributed,shared library,dynamic,no,yes,preserved,included,yes,possible,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-297,0.1.19,java,maven,LGPL-2.1,Weak Copyleft,build,direct,no,DevOps automation platform,internal-only,shared library,unknown,no,yes,unknown,unknown,yes,no,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-298,2.15.21,python,pip,MPL-2.0,Weak Copyleft,test,transitive,yes,commercial SaaS platform,hosted,embedded library,static,possible,yes,preserved,included,yes,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-299,4.13.30,python,pip,LGPL-2.1,Weak Copyleft,test,direct,yes,DevOps automation platform,hosted,shared library,unknown,possible,yes,preserved,included,yes,yes,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-300,1.20.29,java,maven,CDDL-1.0,Weak Copyleft,build,transitive,no,cybersecurity monitoring tool,internal-only,workflow engine,unknown,yes,yes,unknown,included,yes,possible,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-301,5.7.22,go,go-mod,CDDL-1.0,Weak Copyleft,runtime,direct,no,commercial SaaS platform,hosted,messaging framework,dynamic,possible,yes,unknown,included,possible,possible,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-302,1.9.14,java,maven,MPL-2.0,Weak Copyleft,build,transitive,yes,AI inference platform,hosted,core library,static,no,yes,unknown,unknown,possible,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-303,0.3.21,java,maven,EPL-2.0,Weak Copyleft,runtime,transitive,yes,commercial SaaS platform,hosted,API service,static,no,yes,preserved,included,possible,no,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-304,3.4.23,node,npm,LGPL-3.0,Weak Copyleft,test,transitive,no,DevOps automation platform,distributed,embedded library,dynamic,possible,yes,preserved,included,possible,no,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-305,4.5.0,node,npm,CDDL-1.0,Weak Copyleft,optional,transitive,no,banking middleware,internal-only,workflow engine,service,yes,yes,preserved,included,possible,yes,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-306,1.6.12,rust,cargo,CDDL-1.0,Weak Copyleft,runtime,direct,no,embedded firmware,internal-only,workflow engine,dynamic,yes,yes,preserved,included,yes,no,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-307,0.11.20,node,npm,EPL-2.0,Weak Copyleft,optional,direct,no,mobile application,hosted,backend framework,service,yes,yes,preserved,included,possible,yes,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-308,0.6.19,python,pip,CDDL-1.0,Weak Copyleft,runtime,transitive,yes,AI inference platform,internal-only,visualization library,dynamic,no,yes,preserved,included,no,no,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-309,0.1.10,rust,cargo,CDDL-1.0,Weak Copyleft,runtime,transitive,yes,robotics control system,distributed,utility package,static,possible,yes,preserved,unknown,yes,possible,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-310,5.16.3,rust,cargo,MPL-2.0,Weak Copyleft,build,direct,no,cybersecurity monitoring tool,internal-only,messaging framework,dynamic,possible,yes,preserved,included,no,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-311,1.20.4,node,npm,LGPL-2.1,Weak Copyleft,build,transitive,no,desktop application,distributed,SDK integration,service,yes,yes,preserved,included,no,no,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-312,4.19.2,node,npm,LGPL-3.0,Weak Copyleft,build,transitive,yes,commercial SaaS platform,hosted,embedded library,service,yes,yes,preserved,included,possible,yes,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-313,1.2.8,java,maven,LGPL-3.0,Weak Copyleft,test,transitive,yes,enterprise analytics platform,hosted,automation library,unknown,possible,yes,preserved,included,yes,no,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-314,3.1.11,go,go-mod,LGPL-2.1,Weak Copyleft,test,transitive,no,desktop application,distributed,API service,service,possible,yes,preserved,unknown,yes,no,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-315,4.20.1,python,pip,MPL-2.0,Weak Copyleft,build,direct,yes,mobile application,distributed,utility package,static,yes,yes,preserved,included,possible,yes,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-316,3.14.20,java,maven,LGPL-2.1,Weak Copyleft,optional,direct,yes,embedded firmware,internal-only,backend framework,unknown,possible,yes,preserved,included,yes,possible,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-317,3.6.22,go,go-mod,MPL-2.0,Weak Copyleft,optional,direct,no,financial reporting system,hosted,workflow engine,static,possible,yes,preserved,unknown,possible,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-318,0.11.25,rust,cargo,CDDL-1.0,Weak Copyleft,optional,transitive,yes,commercial closed-source software,hosted,messaging framework,dynamic,yes,yes,preserved,included,yes,no,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-319,0.8.12,node,npm,LGPL-2.1,Weak Copyleft,runtime,transitive,no,online education platform,internal-only,plugin framework,service,no,yes,preserved,included,yes,yes,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-320,2.13.15,node,npm,LGPL-3.0,Weak Copyleft,optional,direct,no,robotics control system,internal-only,data processing module,unknown,no,yes,unknown,unknown,possible,possible,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-321,0.4.28,java,maven,MPL-2.0,Weak Copyleft,optional,direct,no,DevOps automation platform,hosted,embedded library,unknown,possible,yes,unknown,unknown,possible,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-322,0.1.6,go,go-mod,EPL-2.0,Weak Copyleft,build,transitive,yes,industrial IoT platform,hosted,API service,static,no,yes,unknown,unknown,possible,yes,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-323,2.16.26,java,maven,LGPL-2.1,Weak Copyleft,runtime,transitive,no,online education platform,distributed,API service,service,yes,yes,preserved,unknown,yes,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-324,2.5.17,rust,cargo,EPL-2.0,Weak Copyleft,build,transitive,no,healthcare portal,internal-only,automation library,unknown,yes,yes,preserved,unknown,no,possible,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-325,5.0.19,python,pip,LGPL-2.1,Weak Copyleft,optional,direct,no,mobile application,internal-only,frontend component,dynamic,yes,yes,preserved,included,possible,possible,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-326,0.6.27,rust,cargo,CDDL-1.0,Weak Copyleft,optional,direct,no,financial reporting system,distributed,visualization library,unknown,no,yes,preserved,included,no,yes,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-327,3.7.0,java,maven,MPL-2.0,Weak Copyleft,optional,direct,yes,commercial SaaS platform,hosted,embedded library,service,yes,yes,unknown,unknown,yes,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-328,1.17.12,rust,cargo,CDDL-1.0,Weak Copyleft,build,transitive,yes,online education platform,hosted,model serving framework,unknown,yes,yes,preserved,included,yes,no,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-329,0.4.16,node,npm,EPL-2.0,Weak Copyleft,runtime,transitive,no,embedded firmware,distributed,plugin framework,dynamic,no,yes,preserved,included,possible,no,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-330,5.17.29,go,go-mod,LGPL-2.1,Weak Copyleft,runtime,transitive,yes,desktop application,distributed,model serving framework,service,no,yes,preserved,unknown,possible,yes,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-331,5.12.24,node,npm,CDDL-1.0,Weak Copyleft,test,direct,no,enterprise analytics platform,hosted,model serving framework,dynamic,yes,yes,unknown,included,possible,yes,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-332,2.8.28,node,npm,LGPL-2.1,Weak Copyleft,build,direct,yes,cybersecurity monitoring tool,distributed,visualization library,static,possible,yes,preserved,included,possible,yes,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-333,1.13.12,python,pip,EPL-2.0,Weak Copyleft,test,transitive,yes,embedded firmware,distributed,core library,static,yes,yes,unknown,unknown,no,possible,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-334,3.19.19,java,maven,MPL-2.0,Weak Copyleft,runtime,direct,no,mobile application,hosted,data processing module,dynamic,yes,yes,preserved,unknown,no,possible,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-335,1.0.10,python,pip,MPL-2.0,Weak Copyleft,build,direct,yes,desktop application,distributed,SDK integration,unknown,no,yes,preserved,included,no,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-336,3.16.30,rust,cargo,EPL-2.0,Weak Copyleft,optional,direct,no,embedded firmware,hosted,model serving framework,service,possible,yes,preserved,unknown,no,yes,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-337,3.14.13,rust,cargo,LGPL-3.0,Weak Copyleft,test,transitive,yes,industrial IoT platform,distributed,plugin framework,service,possible,yes,unknown,included,yes,possible,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-338,4.13.9,java,maven,CDDL-1.0,Weak Copyleft,test,transitive,yes,mobile application,hosted,embedded library,service,possible,yes,preserved,included,possible,possible,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-339,1.10.3,java,maven,MPL-2.0,Weak Copyleft,runtime,transitive,yes,DevOps automation platform,hosted,frontend component,service,no,yes,unknown,included,yes,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-340,0.17.8,node,npm,CDDL-1.0,Weak Copyleft,runtime,transitive,no,DevOps automation platform,distributed,plugin framework,static,no,yes,preserved,included,possible,yes,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-341,3.5.19,python,pip,LGPL-2.1,Weak Copyleft,test,transitive,yes,commercial SaaS platform,distributed,core library,dynamic,possible,yes,preserved,included,yes,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-342,0.15.3,python,pip,MPL-2.0,Weak Copyleft,optional,transitive,no,DevOps automation platform,distributed,utility package,dynamic,yes,yes,preserved,included,no,possible,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-343,3.20.30,rust,cargo,MPL-2.0,Weak Copyleft,runtime,transitive,yes,commercial SaaS platform,hosted,core library,dynamic,no,yes,preserved,included,no,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-344,0.6.23,node,npm,LGPL-3.0,Weak Copyleft,test,direct,yes,banking middleware,hosted,backend framework,dynamic,possible,yes,preserved,included,yes,no,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-345,1.18.14,node,npm,MPL-2.0,Weak Copyleft,runtime,direct,no,desktop application,internal-only,visualization library,unknown,yes,yes,preserved,unknown,possible,no,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-346,5.15.8,rust,cargo,CDDL-1.0,Weak Copyleft,test,transitive,yes,enterprise analytics platform,distributed,embedded library,service,yes,yes,preserved,included,no,possible,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-347,3.1.6,python,pip,LGPL-2.1,Weak Copyleft,runtime,direct,no,industrial IoT platform,hosted,frontend component,dynamic,possible,yes,preserved,unknown,no,no,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-348,5.4.27,rust,cargo,MPL-2.0,Weak Copyleft,runtime,direct,yes,robotics control system,distributed,frontend component,static,possible,yes,preserved,included,yes,yes,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-349,5.3.4,go,go-mod,MPL-2.0,Weak Copyleft,optional,direct,yes,cloud CRM platform,hosted,visualization library,unknown,no,yes,preserved,included,yes,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
